SUMLEV,REGION,DIVISION,STATE,NAME,SEX,ORIGIN,RACE,AGE,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018
040,4,8,16,Idaho,1,1,1,40,8436,8436,8501,8504,8009,7663,7813,8280,8259,8715,9008
040,4,8,16,Idaho,1,1,2,40,82,82,83,91,90,80,94,73,90,69,98
040,4,8,16,Idaho,1,1,3,40,131,131,130,125,134,113,119,114,117,120,121
040,4,8,16,Idaho,1,1,4,40,141,141,142,150,165,180,154,174,158,127,177
040,4,8,16,Idaho,1,1,5,40,14,14,15,17,15,18,19,22,26,22,32
040,4,8,16,Idaho,1,1,6,40,128,128,134,148,147,133,123,147,149,158,126
040,4,8,16,Idaho,1,2,1,40,1022,1022,1044,1090,1050,1068,1152,1210,1195,1313,1357
040,4,8,16,Idaho,1,2,2,40,12,12,11,9,7,12,17,15,7,20,15
040,4,8,16,Idaho,1,2,3,40,72,72,69,60,61,61,79,71,60,73,79
040,4,8,16,Idaho,1,2,4,40,12,12,11,12,9,7,6,14,14,10,7
040,4,8,16,Idaho,1,2,5,40,5,5,5,6,3,3,7,5,7,9,5
040,4,8,16,Idaho,1,2,6,40,33,33,31,28,31,34,28,27,37,38,49
040,4,8,16,Idaho,2,0,1,40,9300,9300,9365,9391,8951,8621,8829,9106,9184,9800,10058
040,4,8,16,Idaho,2,0,2,40,47,47,50,63,58,50,66,72,55,69,74
040,4,8,16,Idaho,2,0,3,40,185,185,192,186,155,170,169,178,166,170,189
040,4,8,16,Idaho,2,0,4,40,193,193,194,197,203,205,184,259,239,235,253
040,4,8,16,Idaho,2,0,5,40,24,24,23,19,18,18,21,24,38,32,27
040,4,8,16,Idaho,2,0,6,40,155,155,155,145,163,151,191,181,183,172,205
040,4,8,16,Idaho,2,1,1,40,8355,8355,8416,8386,7876,7543,7713,7994,8061,8594,8819
040,4,8,16,Idaho,2,1,2,40,38,38,40,50,45,42,49,58,37,59,59
040,4,8,16,Idaho,2,1,3,40,124,124,131,129,98,110,115,119,110,122,110
040,4,8,16,Idaho,2,1,4,40,183,183,185,191,195,195,170,238,215,219,245
040,4,8,16,Idaho,2,1,5,40,21,21,19,13,13,12,18,21,30,25,21
040,4,8,16,Idaho,2,1,6,40,125,125,125,120,134,131,159,150,152,145,172
040,4,8,16,Idaho,2,2,1,40,945,945,949,1005,1075,1078,1116,1112,1123,1206,1239
040,4,8,16,Idaho,2,2,2,40,9,9,10,13,13,8,17,14,18,10,15
040,4,8,16,Idaho,2,2,3,40,61,61,61,57,57,60,54,59,56,48,79
040,4,8,16,Idaho,2,2,4,40,10,10,9,6,8,10,14,21,24,16,8
040,4,8,16,Idaho,2,2,5,40,3,3,4,6,5,6,3,3,8,7,6
040,4,8,16,Idaho,2,2,6,40,30,30,30,25,29,20,32,31,31,27,33
040,2,3,17,Illinois,0,0,1,40,142656,142661,142332,138954,129994,122866,121445,125057,120267,122839,123045
040,2,3,17,Illinois,0,0,2,40,26285,26285,26512,26912,25612,24003,22700,22907,21919,22611,22216
040,2,3,17,Illinois,0,0,3,40,1208,1208,1220,1256,1234,1225,1165,1158,1150,1174,1130
040,2,3,17,Illinois,0,0,4,40,10755,10755,10891,11076,11561,11472,11321,11460,11443,11977,11991
040,2,3,17,Illinois,0,0,5,40,119,119,118,111,111,127,123,123,119,129,129
040,2,3,17,Illinois,0,0,6,40,2050,2050,2048,2087,2053,2102,2046,2111,2285,2316,2310
040,2,3,17,Illinois,0,1,1,40,113440,113445,113301,110025,100487,93034,91169,93895,89904,92349,92840
040,2,3,17,Illinois,0,1,2,40,25459,25459,25684,26082,24760,23187,21837,22029,20993,21599,21204
040,2,3,17,Illinois,0,1,3,40,301,301,298,293,274,262,214,236,224,248,240
040,2,3,17,Illinois,0,1,4,40,10519,10519,10656,10844,11323,11244,11100,11217,11199,11701,11757
040,2,3,17,Illinois,0,1,5,40,58,58,56,49,53,50,47,55,47,59,60
040,2,3,17,Illinois,0,1,6,40,1583,1583,1582,1603,1522,1578,1498,1562,1691,1749,1779
040,2,3,17,Illinois,0,2,1,40,29216,29216,29031,28929,29507,29832,30276,31162,30363,30490,30205
040,2,3,17,Illinois,0,2,2,40,826,826,828,830,852,816,863,878,926,1012,1012
040,2,3,17,Illinois,0,2,3,40,907,907,922,963,960,963,951,922,926,926,890
040,2,3,17,Illinois,0,2,4,40,236,236,235,232,238,228,221,243,244,276,234
040,2,3,17,Illinois,0,2,5,40,61,61,62,62,58,77,76,68,72,70,69
040,2,3,17,Illinois,0,2,6,40,467,467,466,484,531,524,548,549,594,567,531
040,2,3,17,Illinois,1,0,1,40,72328,72331,72108,70340,65908,62199,61555,63750,61140,62513,62586
040,2,3,17,Illinois,1,0,2,40,12094,12094,12173,12204,11605,10759,10189,10483,10113,10470,10342
040,2,3,17,Illinois,1,0,3,40,645,645,655,670,660,625,599,616,610,583,562
040,2,3,17,Illinois,1,0,4,40,5151,5151,5188,5196,5500,5533,5543,5602,5555,5678,5653
040,2,3,17,Illinois,1,0,5,40,66,66,64,58,58,74,58,55,62,68,70
040,2,3,17,Illinois,1,0,6,40,1002,1002,991,985,980,1025,1006,1000,1065,1119,1109
040,2,3,17,Illinois,1,1,1,40,57141,57144,56957,55171,50479,46637,45835,47563,45265,46557,46798
040,2,3,17,Illinois,1,1,2,40,11702,11702,11775,11811,11210,10393,9784,10069,9678,9978,9868
040,2,3,17,Illinois,1,1,3,40,139,139,142,153,130,123,101,119,111,125,115
040,2,3,17,Illinois,1,1,4,40,5045,5045,5076,5074,5383,5429,5427,5476,5427,5527,5540
040,2,3,17,Illinois,1,1,5,40,29,29,27,21,25,30,20,30,24,34,30
040,2,3,17,Illinois,1,1,6,40,750,750,747,752,712,757,717,733,762,836,849
040,2,3,17,Illinois,1,2,1,40,15187,15187,15151,15169,15429,15562,15720,16187,15875,15956,15788
040,2,3,17,Illinois,1,2,2,40,392,392,398,393,395,366,405,414,435,492,474
040,2,3,17,Illinois,1,2,3,40,506,506,513,517,530,502,498,497,499,458,447
040,2,3,17,Illinois,1,2,4,40,106,106,112,122,117,104,116,126,128,151,113
040,2,3,17,Illinois,1,2,5,40,37,37,37,37,33,44,38,25,38,34,40
040,2,3,17,Illinois,1,2,6,40,252,252,244,233,268,268,289,267,303,283,260
040,2,3,17,Illinois,2,0,1,40,70328,70330,70224,68614,64086,60667,59890,61307,59127,60326,60459
040,2,3,17,Illinois,2,0,2,40,14191,14191,14339,14708,14007,13244,12511,12424,11806,12141,11874
040,2,3,17,Illinois,2,0,3,40,563,563,565,586,574,600,566,542,540,591,568
040,2,3,17,Illinois,2,0,4,40,5604,5604,5703,5880,6061,5939,5778,5858,5888,6299,6338
040,2,3,17,Illinois,2,0,5,40,53,53,54,53,53,53,65,68,57,61,59
040,2,3,17,Illinois,2,0,6,40,1048,1048,1057,1102,1073,1077,1040,1111,1220,1197,1201
040,2,3,17,Illinois,2,1,1,40,56299,56301,56344,54854,50008,46397,45334,46332,44639,45792,46042
040,2,3,17,Illinois,2,1,2,40,13757,13757,13909,14271,13550,12794,12053,11960,11315,11621,11336
040,2,3,17,Illinois,2,1,3,40,162,162,156,140,144,139,113,117,113,123,125
040,2,3,17,Illinois,2,1,4,40,5474,5474,5580,5770,5940,5815,5673,5741,5772,6174,6217
040,2,3,17,Illinois,2,1,5,40,29,29,29,28,28,20,27,25,23,25,30
040,2,3,17,Illinois,2,1,6,40,833,833,835,851,810,821,781,829,929,913,930
040,2,3,17,Illinois,2,2,1,40,14029,14029,13880,13760,14078,14270,14556,14975,14488,14534,14417
040,2,3,17,Illinois,2,2,2,40,434,434,430,437,457,450,458,464,491,520,538
040,2,3,17,Illinois,2,2,3,40,401,401,409,446,430,461,453,425,427,468,443
040,2,3,17,Illinois,2,2,4,40,130,130,123,110,121,124,105,117,116,125,121
040,2,3,17,Illinois,2,2,5,40,24,24,25,25,25,33,38,43,34,36,29
040,2,3,17,Illinois,2,2,6,40,215,215,222,251,263,256,259,282,291,284,271
040,2,3,18,Indiana,0,0,1,40,77045,77051,77622,77962,72702,68602,67064,68618,65733,68066,68730
040,2,3,18,Indiana,0,0,2,40,8146,8147,8225,8479,8108,7949,7700,8154,7862,7962,8153
040,2,3,18,Indiana,0,0,3,40,360,360,372,396,366,336,358,364,405,404,371
040,2,3,18,Indiana,0,0,4,40,1821,1821,1879,1943,2005,2169,2179,2392,2443,2416,2711
040,2,3,18,Indiana,0,0,5,40,55,55,55,59,57,53,48,69,59,77,67
040,2,3,18,Indiana,0,0,6,40,814,814,833,880,823,849,906,918,967,1003,1104
040,2,3,18,Indiana,0,1,1,40,72178,72183,72716,72879,67501,63114,61353,62670,59752,61883,62390
040,2,3,18,Indiana,0,1,2,40,7941,7942,8014,8252,7892,7695,7460,7879,7558,7626,7829
040,2,3,18,Indiana,0,1,3,40,205,205,208,217,193,167,182,165,183,201,182
040,2,3,18,Indiana,0,1,4,40,1781,1781,1839,1902,1973,2132,2132,2362,2400,2373,2664
040,2,3,18,Indiana,0,1,5,40,34,34,34,35,34,28,26,39,34,47,47
040,2,3,18,Indiana,0,1,6,40,690,690,710,762,710,724,773,761,814,837,925
040,2,3,18,Indiana,0,2,1,40,4867,4868,4906,5083,5201,5488,5711,5948,5981,6183,6340
040,2,3,18,Indiana,0,2,2,40,205,205,211,227,216,254,240,275,304,336,324
040,2,3,18,Indiana,0,2,3,40,155,155,164,179,173,169,176,199,222,203,189
040,2,3,18,Indiana,0,2,4,40,40,40,40,41,32,37,47,30,43,43,47
040,2,3,18,Indiana,0,2,5,40,21,21,21,24,23,25,22,30,25,30,20
040,2,3,18,Indiana,0,2,6,40,124,124,123,118,113,125,133,157,153,166,179
040,2,3,18,Indiana,1,0,1,40,39008,39013,39295,39495,36617,34353,33716,34531,32820,34327,34693
040,2,3,18,Indiana,1,0,2,40,3903,3904,3940,4055,3850,3764,3671,3892,3787,3774,3910
040,2,3,18,Indiana,1,0,3,40,185,185,192,206,189,171,208,200,208,223,185
040,2,3,18,Indiana,1,0,4,40,870,870,888,877,939,1034,1027,1190,1123,1134,1308
040,2,3,18,Indiana,1,0,5,40,26,26,25,28,29,28,19,30,26,41,31
040,2,3,18,Indiana,1,0,6,40,362,362,378,423,407,410,440,443,474,467,531
040,2,3,18,Indiana,1,1,1,40,36354,36359,36618,36736,33859,31433,30595,31303,29659,31041,31330
040,2,3,18,Indiana,1,1,2,40,3819,3820,3848,3944,3745,3633,3559,3745,3647,3595,3759
040,2,3,18,Indiana,1,1,3,40,98,98,100,105,96,82,99,83,80,101,95
040,2,3,18,Indiana,1,1,4,40,843,843,863,854,922,1013,1006,1174,1102,1114,1283
040,2,3,18,Indiana,1,1,5,40,15,15,14,16,19,13,10,14,13,21,20
040,2,3,18,Indiana,1,1,6,40,303,303,319,359,343,345,373,364,393,387,442
040,2,3,18,Indiana,1,2,1,40,2654,2654,2677,2759,2758,2920,3121,3228,3161,3286,3363
040,2,3,18,Indiana,1,2,2,40,84,84,92,111,105,131,112,147,140,179,151
040,2,3,18,Indiana,1,2,3,40,87,87,92,101,93,89,109,117,128,122,90
040,2,3,18,Indiana,1,2,4,40,27,27,25,23,17,21,21,16,21,20,25
040,2,3,18,Indiana,1,2,5,40,11,11,11,12,10,15,9,16,13,20,11
040,2,3,18,Indiana,1,2,6,40,59,59,59,64,64,65,67,79,81,80,89
040,2,3,18,Indiana,2,0,1,40,38037,38038,38327,38467,36085,34249,33348,34087,32913,33739,34037
040,2,3,18,Indiana,2,0,2,40,4243,4243,4285,4424,4258,4185,4029,4262,4075,4188,4243
040,2,3,18,Indiana,2,0,3,40,175,175,180,190,177,165,150,164,197,181,186
040,2,3,18,Indiana,2,0,4,40,951,951,991,1066,1066,1135,1152,1202,1320,1282,1403
040,2,3,18,Indiana,2,0,5,40,29,29,30,31,28,25,29,39,33,36,36
040,2,3,18,Indiana,2,0,6,40,452,452,455,457,416,439,466,475,493,536,573
040,2,3,18,Indiana,2,1,1,40,35824,35824,36098,36143,33642,31681,30758,31367,30093,30842,31060
040,2,3,18,Indiana,2,1,2,40,4122,4122,4166,4308,4147,4062,3901,4134,3911,4031,4070
040,2,3,18,Indiana,2,1,3,40,107,107,108,112,97,85,83,82,103,100,87
040,2,3,18,Indiana,2,1,4,40,938,938,976,1048,1051,1119,1126,1188,1298,1259,1381
040,2,3,18,Indiana,2,1,5,40,19,19,20,19,15,15,16,25,21,26,27
040,2,3,18,Indiana,2,1,6,40,387,387,391,403,367,379,400,397,421,450,483
040,2,3,18,Indiana,2,2,1,40,2213,2214,2229,2324,2443,2568,2590,2720,2820,2897,2977
040,2,3,18,Indiana,2,2,2,40,121,121,119,116,111,123,128,128,164,157,173
040,2,3,18,Indiana,2,2,3,40,68,68,72,78,80,80,67,82,94,81,99
040,2,3,18,Indiana,2,2,4,40,13,13,15,18,15,16,26,14,22,23,22
040,2,3,18,Indiana,2,2,5,40,10,10,10,12,13,10,13,14,12,10,9
040,2,3,18,Indiana,2,2,6,40,65,65,64,54,49,60,66,78,72,86,90
040,2,4,19,Iowa,0,0,1,40,36001,36013,36066,35483,32873,30755,30818,32752,31465,33090,33836
040,2,4,19,Iowa,0,0,2,40,1254,1255,1249,1248,1223,1217,1297,1389,1309,1470,1588
040,2,4,19,Iowa,0,0,3,40,219,219,213,195,183,191,192,191,206,203,200
040,2,4,19,Iowa,0,0,4,40,899,899,914,927,1012,1063,1096,1141,1188,1180,1274
040,2,4,19,Iowa,0,0,5,40,19,19,23,35,37,44,43,63,53,74,66
040,2,4,19,Iowa,0,0,6,40,315,315,317,318,320,350,367,360,377,413,459
040,2,4,19,Iowa,0,1,1,40,34166,34178,34209,33559,31019,28754,28678,30524,29378,30843,31506
040,2,4,19,Iowa,0,1,2,40,1200,1201,1196,1198,1170,1158,1247,1343,1255,1385,1521
040,2,4,19,Iowa,0,1,3,40,138,138,135,126,112,122,101,113,130,120,112
040,2,4,19,Iowa,0,1,4,40,884,884,898,910,1000,1048,1085,1131,1168,1169,1248
040,2,4,19,Iowa,0,1,5,40,12,12,15,24,27,36,39,55,43,50,59
040,2,4,19,Iowa,0,1,6,40,275,275,274,273,282,305,330,307,324,346,384
040,2,4,19,Iowa,0,2,1,40,1835,1835,1857,1924,1854,2001,2140,2228,2087,2247,2330
040,2,4,19,Iowa,0,2,2,40,54,54,53,50,53,59,50,46,54,85,67
040,2,4,19,Iowa,0,2,3,40,81,81,78,69,71,69,91,78,76,83,88
040,2,4,19,Iowa,0,2,4,40,15,15,16,17,12,15,11,10,20,11,26
040,2,4,19,Iowa,0,2,5,40,7,7,8,11,10,8,4,8,10,24,7
040,2,4,19,Iowa,0,2,6,40,40,40,43,45,38,45,37,53,53,67,75
040,2,4,19,Iowa,1,0,1,40,18379,18390,18318,17799,16599,15465,15531,16642,15930,16790,17120
040,2,4,19,Iowa,1,0,2,40,727,728,714,697,677,653,700,796,770,815,868
040,2,4,19,Iowa,1,0,3,40,101,101,98,92,93,97,111,104,91,94,100
040,2,4,19,Iowa,1,0,4,40,471,471,465,445,475,510,536,562,587,574,640
040,2,4,19,Iowa,1,0,5,40,10,10,11,17,20,25,25,37,21,42,39
040,2,4,19,Iowa,1,0,6,40,163,163,160,147,152,163,188,179,194,196,232
040,2,4,19,Iowa,1,1,1,40,17339,17350,17282,16780,15605,14422,14423,15486,14825,15619,15893
040,2,4,19,Iowa,1,1,2,40,695,696,684,671,649,623,669,772,736,769,830
040,2,4,19,Iowa,1,1,3,40,55,55,55,55,58,60,49,55,57,52,57
040,2,4,19,Iowa,1,1,4,40,463,463,457,436,469,505,528,560,575,567,630
040,2,4,19,Iowa,1,1,5,40,7,7,8,11,13,19,23,32,18,24,34
040,2,4,19,Iowa,1,1,6,40,143,143,139,127,134,144,167,152,164,161,194
040,2,4,19,Iowa,1,2,1,40,1040,1040,1036,1019,994,1043,1108,1156,1105,1171,1227
040,2,4,19,Iowa,1,2,2,40,32,32,30,26,28,30,31,24,34,46,38
040,2,4,19,Iowa,1,2,3,40,46,46,43,37,35,37,62,49,34,42,43
040,2,4,19,Iowa,1,2,4,40,8,8,8,9,6,5,8,2,12,7,10
040,2,4,19,Iowa,1,2,5,40,3,3,3,6,7,6,2,5,3,18,5
040,2,4,19,Iowa,1,2,6,40,20,20,21,20,18,19,21,27,30,35,38
040,2,4,19,Iowa,2,0,1,40,17622,17623,17748,17684,16274,15290,15287,16110,15535,16300,16716
040,2,4,19,Iowa,2,0,2,40,527,527,535,551,546,564,597,593,539,655,720
040,2,4,19,Iowa,2,0,3,40,118,118,115,103,90,94,81,87,115,109,100
040,2,4,19,Iowa,2,0,4,40,428,428,449,482,537,553,560,579,601,606,634
040,2,4,19,Iowa,2,0,5,40,9,9,12,18,17,19,18,26,32,32,27
040,2,4,19,Iowa,2,0,6,40,152,152,157,171,168,187,179,181,183,217,227
040,2,4,19,Iowa,2,1,1,40,16827,16828,16927,16779,15414,14332,14255,15038,14553,15224,15613
040,2,4,19,Iowa,2,1,2,40,505,505,512,527,521,535,578,571,519,616,691
040,2,4,19,Iowa,2,1,3,40,83,83,80,71,54,62,52,58,73,68,55
040,2,4,19,Iowa,2,1,4,40,421,421,441,474,531,543,557,571,593,602,618
040,2,4,19,Iowa,2,1,5,40,5,5,7,13,14,17,16,23,25,26,25
040,2,4,19,Iowa,2,1,6,40,132,132,135,146,148,161,163,155,160,185,190
040,2,4,19,Iowa,2,2,1,40,795,795,821,905,860,958,1032,1072,982,1076,1103
040,2,4,19,Iowa,2,2,2,40,22,22,23,24,25,29,19,22,20,39,29
040,2,4,19,Iowa,2,2,3,40,35,35,35,32,36,32,29,29,42,41,45
040,2,4,19,Iowa,2,2,4,40,7,7,8,8,6,10,3,8,8,4,16
040,2,4,19,Iowa,2,2,5,40,4,4,5,5,3,2,2,3,7,6,2
040,2,4,19,Iowa,2,2,6,40,20,20,22,25,20,26,16,26,23,32,37
040,2,4,20,Kansas,0,0,1,40,32233,32233,32243,31573,29495,28101,27790,29307,28608,29934,29896
040,2,4,20,Kansas,0,0,2,40,2261,2261,2265,2216,2199,2132,2061,2167,2175,2153,2131
040,2,4,20,Kansas,0,0,3,40,475,475,485,511,470,470,449,483,462,449,430
040,2,4,20,Kansas,0,0,4,40,1262,1262,1279,1268,1299,1316,1376,1453,1356,1337,1371
040,2,4,20,Kansas,0,0,5,40,48,48,44,34,34,44,36,46,49,47,38
040,2,4,20,Kansas,0,0,6,40,583,583,589,595,606,597,616,616,660,677,694
040,2,4,20,Kansas,0,1,1,40,28402,28402,28432,27782,25759,24337,24069,25147,24510,25805,25627
040,2,4,20,Kansas,0,1,2,40,2159,2159,2162,2111,2070,2011,1925,2058,2039,2027,1987
040,2,4,20,Kansas,0,1,3,40,323,323,329,337,313,318,292,285,291,293,274
040,2,4,20,Kansas,0,1,4,40,1234,1234,1252,1239,1266,1288,1353,1423,1330,1320,1351
040,2,4,20,Kansas,0,1,5,40,33,33,30,21,23,29,25,29,39,36,31
040,2,4,20,Kansas,0,1,6,40,518,518,520,516,525,509,531,533,549,559,557
040,2,4,20,Kansas,0,2,1,40,3831,3831,3811,3791,3736,3764,3721,4160,4098,4129,4269
040,2,4,20,Kansas,0,2,2,40,102,102,103,105,129,121,136,109,136,126,144
040,2,4,20,Kansas,0,2,3,40,152,152,156,174,157,152,157,198,171,156,156
040,2,4,20,Kansas,0,2,4,40,28,28,27,29,33,28,23,30,26,17,20
040,2,4,20,Kansas,0,2,5,40,15,15,14,13,11,15,11,17,10,11,7
040,2,4,20,Kansas,0,2,6,40,65,65,69,79,81,88,85,83,111,118,137
040,2,4,20,Kansas,1,0,1,40,16322,16322,16297,15904,14859,14152,14060,14991,14525,15220,15189
040,2,4,20,Kansas,1,0,2,40,1212,1212,1208,1162,1163,1143,1089,1155,1145,1082,1133
040,2,4,20,Kansas,1,0,3,40,256,256,258,268,248,231,228,249,265,245,218
040,2,4,20,Kansas,1,0,4,40,611,611,616,595,619,618,654,686,648,578,609
040,2,4,20,Kansas,1,0,5,40,25,25,22,17,17,21,26,27,30,18,23
040,2,4,20,Kansas,1,0,6,40,276,276,277,281,291,284,294,301,321,310,355
040,2,4,20,Kansas,1,1,1,40,14243,14243,14252,13950,12908,12155,12086,12692,12355,13019,12867
040,2,4,20,Kansas,1,1,2,40,1159,1159,1154,1111,1108,1081,1025,1101,1081,1021,1050
040,2,4,20,Kansas,1,1,3,40,167,167,170,181,165,156,137,143,170,154,137
040,2,4,20,Kansas,1,1,4,40,594,594,600,578,598,605,645,674,635,570,596
040,2,4,20,Kansas,1,1,5,40,14,14,13,11,11,12,18,17,22,14,18
040,2,4,20,Kansas,1,1,6,40,249,249,247,242,252,244,262,266,264,256,286
040,2,4,20,Kansas,1,2,1,40,2079,2079,2045,1954,1951,1997,1974,2299,2170,2201,2322
040,2,4,20,Kansas,1,2,2,40,53,53,54,51,55,62,64,54,64,61,83
040,2,4,20,Kansas,1,2,3,40,89,89,88,87,83,75,91,106,95,91,81
040,2,4,20,Kansas,1,2,4,40,17,17,16,17,21,13,9,12,13,8,13
040,2,4,20,Kansas,1,2,5,40,11,11,9,6,6,9,8,10,8,4,5
040,2,4,20,Kansas,1,2,6,40,27,27,30,39,39,40,32,35,57,54,69
040,2,4,20,Kansas,2,0,1,40,15911,15911,15946,15669,14636,13949,13730,14316,14083,14714,14707
040,2,4,20,Kansas,2,0,2,40,1049,1049,1057,1054,1036,989,972,1012,1030,1071,998
040,2,4,20,Kansas,2,0,3,40,219,219,227,243,222,239,221,234,197,204,212
040,2,4,20,Kansas,2,0,4,40,651,651,663,673,680,698,722,767,708,759,762
040,2,4,20,Kansas,2,0,5,40,23,23,22,17,17,23,10,19,19,29,15
040,2,4,20,Kansas,2,0,6,40,307,307,312,314,315,313,322,315,339,367,339
040,2,4,20,Kansas,2,1,1,40,14159,14159,14180,13832,12851,12182,11983,12455,12155,12786,12760
040,2,4,20,Kansas,2,1,2,40,1000,1000,1008,1000,962,930,900,957,958,1006,937
040,2,4,20,Kansas,2,1,3,40,156,156,159,156,148,162,155,142,121,139,137
040,2,4,20,Kansas,2,1,4,40,640,640,652,661,668,683,708,749,695,750,755
040,2,4,20,Kansas,2,1,5,40,19,19,17,10,12,17,7,12,17,22,13
040,2,4,20,Kansas,2,1,6,40,269,269,273,274,273,265,269,267,285,303,271
040,2,4,20,Kansas,2,2,1,40,1752,1752,1766,1837,1785,1767,1747,1861,1928,1928,1947
040,2,4,20,Kansas,2,2,2,40,49,49,49,54,74,59,72,55,72,65,61
040,2,4,20,Kansas,2,2,3,40,63,63,68,87,74,77,66,92,76,65,75
040,2,4,20,Kansas,2,2,4,40,11,11,11,12,12,15,14,18,13,9,7
040,2,4,20,Kansas,2,2,5,40,4,4,5,7,5,6,3,7,2,7,2
040,2,4,20,Kansas,2,2,6,40,38,38,39,40,42,48,53,48,54,64,68
040,3,6,21,Kentucky,0,0,1,40,53549,53547,54104,54752,51838,48315,47122,48137,46498,48048,48178
040,3,6,21,Kentucky,0,0,2,40,4717,4717,4763,4813,4676,4498,4309,4542,4351,4636,4664
040,3,6,21,Kentucky,0,0,3,40,187,187,187,183,171,182,171,194,143,156,150
040,3,6,21,Kentucky,0,0,4,40,959,959,987,1003,1027,1043,1081,1114,1225,1266,1306
040,3,6,21,Kentucky,0,0,5,40,48,48,44,36,37,47,42,56,51,51,51
040,3,6,21,Kentucky,0,0,6,40,490,490,493,521,538,538,537,542,580,607,602
040,3,6,21,Kentucky,0,1,1,40,51904,51903,52429,53002,49960,46467,45237,46136,44514,45946,45968
040,3,6,21,Kentucky,0,1,2,40,4618,4618,4654,4684,4559,4379,4163,4406,4228,4495,4535
040,3,6,21,Kentucky,0,1,3,40,134,134,134,129,126,114,100,110,100,92,94
040,3,6,21,Kentucky,0,1,4,40,943,943,971,986,1003,1021,1062,1097,1198,1243,1287
040,3,6,21,Kentucky,0,1,5,40,30,30,28,24,28,31,35,30,38,34,37
040,3,6,21,Kentucky,0,1,6,40,451,451,451,470,467,474,485,487,519,558,529
040,3,6,21,Kentucky,0,2,1,40,1645,1644,1675,1750,1878,1848,1885,2001,1984,2102,2210
040,3,6,21,Kentucky,0,2,2,40,99,99,109,129,117,119,146,136,123,141,129
040,3,6,21,Kentucky,0,2,3,40,53,53,53,54,45,68,71,84,43,64,56
040,3,6,21,Kentucky,0,2,4,40,16,16,16,17,24,22,19,17,27,23,19
040,3,6,21,Kentucky,0,2,5,40,18,18,16,12,9,16,7,26,13,17,14
040,3,6,21,Kentucky,0,2,6,40,39,39,42,51,71,64,52,55,61,49,73
040,3,6,21,Kentucky,1,0,1,40,26911,26911,27190,27531,26073,24220,23567,24054,23164,23976,24135
040,3,6,21,Kentucky,1,0,2,40,2437,2437,2453,2441,2356,2223,2199,2321,2186,2347,2344
040,3,6,21,Kentucky,1,0,3,40,101,101,99,91,95,89,84,96,76,89,71
040,3,6,21,Kentucky,1,0,4,40,475,475,482,482,522,522,510,564,555,578,601
040,3,6,21,Kentucky,1,0,5,40,24,24,21,14,18,26,15,30,33,32,28
040,3,6,21,Kentucky,1,0,6,40,245,245,243,250,263,258,276,285,285,293,289
040,3,6,21,Kentucky,1,1,1,40,25894,25894,26165,26525,25004,23198,22494,22907,22031,22772,22842
040,3,6,21,Kentucky,1,1,2,40,2383,2383,2394,2370,2299,2166,2116,2258,2128,2283,2283
040,3,6,21,Kentucky,1,1,3,40,72,72,70,64,68,51,44,48,50,46,46
040,3,6,21,Kentucky,1,1,4,40,464,464,472,473,508,505,501,554,543,568,592
040,3,6,21,Kentucky,1,1,5,40,17,17,15,8,14,16,15,14,21,20,23
040,3,6,21,Kentucky,1,1,6,40,224,224,219,218,222,211,240,250,253,262,248
040,3,6,21,Kentucky,1,2,1,40,1017,1017,1025,1006,1069,1022,1073,1147,1133,1204,1293
040,3,6,21,Kentucky,1,2,2,40,54,54,59,71,57,57,83,63,58,64,61
040,3,6,21,Kentucky,1,2,3,40,29,29,29,27,27,38,40,48,26,43,25
040,3,6,21,Kentucky,1,2,4,40,11,11,10,9,14,17,9,10,12,10,9
040,3,6,21,Kentucky,1,2,5,40,7,7,6,6,4,10,0,16,12,12,5
040,3,6,21,Kentucky,1,2,6,40,21,21,24,32,41,47,36,35,32,31,41
040,3,6,21,Kentucky,2,0,1,40,26638,26636,26914,27221,25765,24095,23555,24083,23334,24072,24043
040,3,6,21,Kentucky,2,0,2,40,2280,2280,2310,2372,2320,2275,2110,2221,2165,2289,2320
040,3,6,21,Kentucky,2,0,3,40,86,86,88,92,76,93,87,98,67,67,79
040,3,6,21,Kentucky,2,0,4,40,484,484,505,521,505,521,571,550,670,688,705
040,3,6,21,Kentucky,2,0,5,40,24,24,23,22,19,21,27,26,18,19,23
040,3,6,21,Kentucky,2,0,6,40,245,245,250,271,275,280,261,257,295,314,313
040,3,6,21,Kentucky,2,1,1,40,26010,26009,26264,26477,24956,23269,22743,23229,22483,23174,23126
040,3,6,21,Kentucky,2,1,2,40,2235,2235,2260,2314,2260,2213,2047,2148,2100,2212,2252
040,3,6,21,Kentucky,2,1,3,40,62,62,64,65,58,63,56,62,50,46,48
040,3,6,21,Kentucky,2,1,4,40,479,479,499,513,495,516,561,543,655,675,695
040,3,6,21,Kentucky,2,1,5,40,13,13,13,16,14,15,20,16,17,14,14
040,3,6,21,Kentucky,2,1,6,40,227,227,232,252,245,263,245,237,266,296,281
040,3,6,21,Kentucky,2,2,1,40,628,627,650,744,809,826,812,854,851,898,917
040,3,6,21,Kentucky,2,2,2,40,45,45,50,58,60,62,63,73,65,77,68
